uid,w1_duration,w1_num_likes,w1_num_comments,w1_watched_time,w1_like,w2_duration,w2_num_likes,w2_num_comments,w2_watched_time,w2_like,w3_duration,w3_num_likes,w3_num_comments,w3_watched_time,w3_like,w4_duration,w4_num_likes,w4_num_comments,w4_watched_time,w4_like,w5_duration,w5_num_likes,w5_num_comments,w5_watched_time,w5_like,w6_duration,w6_num_likes,w6_num_comments,w6_watched_time,w6_like,w7_duration,w7_num_likes,w7_num_comments,w7_watched_time,w7_like,w8_duration,w8_num_likes,w8_num_comments,w8_watched_time,w8_like,w9_duration,w9_num_likes,w9_num_comments,w9_watched_time,w9_like,w10_duration,w10_num_likes,w10_num_comments,w10_watched_time,w10_like,c1_duration,c1_num_likes,c1_num_comments,c2_duration,c2_num_likes,c2_num_comments,c3_duration,c3_num_likes,c3_num_comments,c4_duration,c4_num_likes,c4_num_comments,t1_duration,t1_num_likes,t1_num_comments,p_like,p_has_next,p_effective_view
daivt,9,3100000,31900,3.319629907608032,0,14,223400,1387,6.087563514709473,0,17,122200,3330,2.8918609619140625,0,12,58200,1357,4.783100366592407,0,15,523000,878,6.1571009159088135,0,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,22,219400,925,86,228700,1716,13,42900,721,158,1000000,4784,27,202600,622,0,1,1
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1000000,4784,0,1,0
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,0,0,0,0,0,0,0,0,0,27,202600,622,0,1,1
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,27,202600,622,0,0,0,0,0,0,15,236500,1326,1,1,1
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,27,202600,622,15,236500,1326,0,0,0,15,617200,1869,1,1,0
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,27,202600,622,15,236500,1326,15,617200,1869,9,70800,150,0,1,0
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,27,202600,622,15,236500,1326,15,617200,1869,9,70800,150,6,191000,572,1,1,0
daivt,59,453400,382,4.546308517456055,1,34,606400,1542,7.926674127578735,1,19,100400,666,7.997400283813477,1,22,770800,2152,3.937974452972412,1,223,642000,2864,3.001454591751098,0,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,15,236500,1326,15,617200,1869,9,70800,150,6,191000,572,10,75300,664,0,1,1
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,0,0,0,0,0,0,0,0,0,0,0,0,6,191000,572,1,1,0
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,0,0,0,0,0,0,0,0,0,10,75300,664,0,1,1
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,10,75300,664,0,0,0,0,0,0,14,131900,573,1,1,0
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,10,75300,664,14,131900,573,0,0,0,6,177400,683,0,1,0
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,10,75300,664,14,131900,573,6,177400,683,8,37600,147,0,1,0
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,10,75300,664,14,131900,573,6,177400,683,8,37600,147,7,77800,122,0,1,0
daivt,7,21200,113,2.683643102645874,0,10,360600,2056,3.9568395614624015,0,22,219400,925,3.1165032386779785,0,86,228700,1716,2.4281766414642334,0,13,42900,721,2.804913282394409,0,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,14,131900,573,6,177400,683,8,37600,147,7,77800,122,17,740000,3967,0,1,0
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77800,122,0,1,0
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,0,0,0,0,0,0,0,0,0,17,740000,3967,0,1,0
